Random Number,Steps,Cache Hit Percentage
441294,156,0.64%
403263,161,0.64%
447364,218,0.64%
431405,94,0.64%
484429,94,0.64%
499921,151,0.64%
426527,81,0.64%
467065,130,0.64%
469584,182,0.64%
443851,156,0.64%
458426,94,0.64%
483073,120,0.64%
466140,63,0.64%
482669,68,0.64%
461376,76,0.64%
460182,138,0.64%
447164,94,0.64%
420276,130,0.64%
407157,99,0.64%
474247,99,0.63%
428446,218,0.63%
473909,138,0.63%
407637,112,0.63%
427505,73,0.63%
465923,182,0.63%
429324,112,0.63%
403410,192,0.63%
456932,94,0.63%
435001,143,0.63%
453293,107,0.63%
471693,107,0.63%
476295,244,0.63%
494384,63,0.63%
419056,81,0.63%
407699,205,0.63%
416638,187,0.63%
456803,63,0.63%
472053,125,0.63%
421529,104,0.63%
426387,99,0.63%
453730,200,0.63%
479955,68,0.62%
409459,81,0.62%
419869,112,0.62%
462623,200,0.62%
408662,161,0.62%
480052,169,0.62%
409786,130,0.62%
428938,143,0.62%
425035,81,0.62%
484033,89,0.62%
495212,182,0.62%
436771,143,0.62%
429496,125,0.62%
460543,125,0.62%
402693,68,0.62%
458821,81,0.62%
401779,68,0.62%
459625,231,0.62%
431648,81,0.62%
492899,138,0.62%
469145,76,0.62%
407942,86,0.62%
425108,81,0.62%
488201,244,0.62%
453468,156,0.61%
441746,125,0.61%
445004,156,0.61%
425520,143,0.61%
463275,213,0.61%
409217,205,0.61%
417077,161,0.61%
443229,81,0.61%
456503,200,0.61%
436946,187,0.61%
443678,231,0.61%
465165,81,0.61%
454824,63,0.61%
453464,156,0.61%
431930,187,0.61%
479860,169,0.61%
475323,244,0.61%
464968,169,0.61%
416630,55,0.61%
442646,125,0.61%
425510,125,0.61%
457150,138,0.61%
439293,148,0.61%
465116,107,0.61%
416775,112,0.60%
470941,125,0.60%
458014,94,0.60%
485920,182,0.60%
478883,107,0.60%
483123,120,0.60%
411946,112,0.60%
432350,218,0.60%
462695,138,0.60%
494777,94,0.60%
495697,151,0.60%
425970,174,0.60%
403993,117,0.60%
412773,192,0.60%
407025,86,0.60%
460497,107,0.60%
487547,89,0.60%
450704,63,0.60%
463488,76,0.60%
442370,94,0.60%
441994,125,0.60%
495418,213,0.60%
460056,37,0.60%
455144,156,0.60%
460385,63,0.60%
414512,174,0.59%
497790,120,0.59%
423721,81,0.59%
471663,200,0.59%
437082,187,0.59%
426663,73,0.59%
488438,182,0.59%
408022,112,0.59%
484678,50,0.59%
412183,205,0.59%
486905,63,0.59%
405626,86,0.59%
424129,130,0.59%
457081,143,0.59%
468321,156,0.59%
418906,143,0.59%
452777,293,0.59%
432117,179,0.59%
460726,76,0.59%
465551,200,0.59%
476970,50,0.59%
421222,143,0.59%
453097,138,0.59%
427673,99,0.59%
484711,107,0.59%
433293,94,0.59%
407493,68,0.58%
417954,156,0.58%
493350,151,0.58%
462637,138,0.58%
416166,280,0.58%
407861,86,0.58%
498253,226,0.58%
477714,244,0.58%
479524,76,0.58%
435334,187,0.58%
404377,205,0.58%
405787,112,0.58%
443356,81,0.58%
426881,125,0.58%
455797,94,0.58%
468087,125,0.58%
470334,275,0.58%
417753,81,0.58%
425167,125,0.58%
476481,76,0.58%
436659,187,0.58%
415771,161,0.58%
408598,161,0.58%
435211,125,0.58%
481322,94,0.58%
485568,76,0.58%
456434,200,0.58%
472245,107,0.57%
451067,231,0.57%
478971,213,0.57%
405537,161,0.57%
496387,120,0.57%
434751,94,0.57%
498887,226,0.57%
459024,81,0.57%
450917,63,0.57%
444575,117,0.57%
495103,94,0.57%
466458,125,0.57%
461925,94,0.57%
430437,174,0.57%
470835,107,0.57%
405539,130,0.57%
411619,130,0.57%
435542,125,0.57%
461336,200,0.57%
417533,130,0.57%
405875,205,0.57%
479089,76,0.57%
442700,94,0.57%
482356,94,0.57%
453574,63,0.57%
458471,138,0.57%
428780,73,0.57%
488786,182,0.56%
477619,76,0.56%
452174,200,0.56%
483046,120,0.56%
487690,182,0.56%
403240,161,0.56%
499843,138,0.56%
493228,288,0.56%
499628,182,0.56%
434593,200,0.56%
429940,99,0.56%
496478,120,0.56%
485511,213,0.56%
474515,99,0.56%
491580,182,0.56%
451968,107,0.56%
474267,200,0.56%
459843,81,0.56%
460629,76,0.56%
479806,125,0.56%
471463,169,0.56%
496171,58,0.56%
478968,244,0.56%
488996,151,0.56%
439872,37,0.56%
495884,120,0.56%
469522,81,0.56%
422227,249,0.62%
449457,50,0.62%
465820,138,0.62%
488835,89,0.62%
476069,306,0.62%
481265,275,0.62%
441008,63,0.62%
459114,81,0.61%
468955,107,0.61%
482076,68,0.61%
496783,182,0.61%
462182,50,0.61%
419529,174,0.61%
431376,94,0.61%
429948,187,0.61%
416006,55,0.61%
416886,174,0.61%
442290,63,0.61%
445412,143,0.61%
406680,86,0.61%
416556,112,0.61%
443082,94,0.61%
405135,86,0.61%
434188,42,0.61%
452371,138,0.61%
401305,130,0.61%
413155,112,0.61%
441366,94,0.61%
479004,169,0.61%
446865,94,0.61%
448714,94,0.61%
439057,63,0.61%
496323,120,0.61%
414533,130,0.60%
427891,125,0.60%
410217,161,0.60%
495799,138,0.60%
468900,156,0.60%
407158,99,0.60%
464753,76,0.60%
488802,89,0.60%
403940,112,0.60%
464761,200,0.60%
408330,86,0.60%
435316,42,0.60%
494709,195,0.60%
462163,94,0.60%
490029,89,0.60%
436998,187,0.60%
407574,112,0.60%
434535,156,0.60%
491381,138,0.60%
488483,37,0.66%
439670,68,0.66%
425568,174,0.66%
440853,187,0.66%
478802,125,0.66%
476551,138,0.72%
482219,68,0.72%
457805,156,0.71%
423415,174,0.71%
468760,138,0.71%
434689,156,0.71%
457564,63,0.71%
421119,205,0.71%
462580,138,0.77%
467782,130,0.77%
416917,143,0.77%
469306,125,0.77%
412766,205,0.77%
419496,50,0.77%
458107,231,0.77%
416706,130,0.77%
422083,81,0.77%
466437,107,0.77%
489850,182,0.77%
416792,81,0.77%
428599,187,0.77%
479878,120,0.77%
491617,244,0.77%
474001,169,0.76%
414413,68,0.76%
482998,151,0.76%
462483,138,0.76%
491910,107,0.76%
446392,262,0.76%
441163,156,0.76%
470712,107,0.76%
422942,174,0.76%
461208,76,0.76%
466343,81,0.76%
446358,138,0.76%
429967,99,0.76%
401031,236,0.76%
441748,112,0.76%
451087,63,0.76%
401438,161,0.76%
409529,81,0.76%
405830,60,0.76%
470744,169,0.76%
460122,138,0.76%
463154,76,0.76%
466678,130,0.75%
476829,169,0.75%
485237,89,0.75%
470941,125,0.81%
466678,130,0.87%
439855,125,0.87%
499541,182,0.87%
484382,107,0.87%
469299,125,0.87%
411367,166,0.87%
436621,187,0.87%
490123,89,0.87%
411676,117,0.87%
428531,73,0.86%
436514,81,0.86%
452839,231,0.86%
437069,187,0.86%
459457,200,0.86%
414047,86,0.86%
403411,192,0.86%
443641,218,0.92%
481841,94,0.92%
442270,169,0.92%
485389,182,0.92%
432927,187,0.92%
443708,125,0.92%
432745,68,0.92%
476585,151,0.91%
414451,112,0.91%
492867,182,0.91%
439738,200,0.91%
418955,112,0.91%
407521,236,0.91%
462801,138,0.91%
489897,156,0.91%
412025,117,0.91%
440483,169,0.91%
427263,130,0.91%
496408,151,0.91%
447608,94,0.91%
438630,174,0.91%
470855,151,0.91%
437730,156,0.91%
488133,182,0.91%
437212,112,0.91%
474244,169,0.91%
440972,187,0.90%
474281,125,0.90%
433700,231,0.90%
492846,138,0.90%
415519,249,0.90%
415167,161,0.90%
474686,125,0.90%
457789,55,0.90%
400556,68,0.90%
445440,37,0.90%
401496,68,0.90%
433301,94,0.90%
422024,130,0.90%
453774,169,0.90%
463994,169,0.90%
499589,182,0.90%
472730,50,0.90%
471516,125,0.90%
400215,236,0.90%
462626,76,0.90%
421367,104,0.89%
440698,187,0.89%
427715,81,0.89%
417774,174,0.89%
488306,89,0.89%
466345,138,0.89%
426456,99,0.89%
426035,81,0.89%
492304,182,0.89%
463668,169,0.95%
438106,218,0.95%
471102,107,0.94%
475776,138,0.94%
409632,174,0.94%
463947,138,0.94%
491295,151,0.94%
424800,81,0.94%
476460,76,0.94%
486910,200,0.94%
425356,99,0.94%
421899,143,0.94%
488406,244,0.94%
496484,151,0.94%
481750,107,0.94%
480006,68,0.94%
460477,200,0.94%
481338,257,0.94%
490562,76,0.94%
469819,107,0.94%
419379,143,0.94%
491014,138,0.94%
491187,63,0.93%
460078,37,0.93%
418728,143,0.93%
446787,187,0.93%
486210,138,0.93%
485073,213,0.93%
473243,107,0.93%
450072,86,0.93%
477377,76,0.93%
474738,200,0.93%
488178,226,0.93%
448478,125,0.93%
450513,86,0.93%
497810,120,0.93%
450252,63,0.93%
479634,169,0.93%
460436,169,0.93%
464538,125,0.93%
466543,107,0.93%
485792,76,0.92%
486437,182,0.92%
492775,195,0.92%
420101,81,0.92%
406012,117,0.92%
410606,99,0.92%
418405,112,0.92%
425176,81,0.92%
401168,130,0.92%
488224,89,0.92%
444555,143,0.92%
492182,63,0.92%
417236,55,0.92%
442459,94,0.92%
410910,99,0.92%
401850,68,0.92%
428669,73,0.92%
433809,81,0.92%
412919,130,0.92%
416567,130,0.92%
449012,187,0.91%
487657,182,0.91%
442571,94,0.91%
435317,42,0.91%
475996,125,0.91%
478207,182,0.91%
423395,81,0.91%
455629,55,0.91%
438643,174,0.91%
487933,120,0.91%
459998,200,0.91%
462261,107,0.91%
474369,125,0.91%
490599,151,0.91%
482363,226,0.91%
418207,156,0.91%
401205,68,0.91%
400767,236,0.91%
443383,94,0.91%
402373,112,0.91%
426817,73,0.91%
487938,76,0.90%
432381,249,0.90%
444054,117,0.90%
468224,138,0.90%
443291,231,0.90%
445904,94,0.90%
434719,187,0.90%
477101,244,0.90%
458823,138,0.90%
451286,112,0.90%
463939,138,0.90%
484307,68,0.90%
431683,187,0.90%
499256,226,0.90%
460302,81,0.90%
409889,174,0.90%
422650,81,0.90%
453758,125,0.90%
486359,94,0.90%
410582,205,0.90%
413755,68,0.90%
448620,156,0.89%
422777,130,0.89%
404354,68,0.89%
430982,280,0.89%
440984,143,0.89%
443386,94,0.89%
469576,81,0.89%
422193,130,0.89%
445759,94,0.89%
496393,120,0.89%
447958,143,0.89%
478140,200,0.89%
440446,218,0.89%
416181,68,0.89%
459258,200,0.89%
424176,280,0.89%
450900,112,0.89%
474185,99,0.89%
420826,68,0.89%
440012,94,0.89%
438123,125,0.89%
405132,161,0.88%
471695,213,0.88%
475206,99,0.88%
403260,112,0.88%
419410,174,0.88%
435682,68,0.88%
457018,200,0.88%
405769,205,0.88%
446265,187,0.88%
408600,161,0.88%
492216,63,0.88%
406868,37,0.88%
412954,174,0.88%
461024,76,0.88%
485680,182,0.88%
494167,120,0.88%
430599,174,0.88%
407872,130,0.88%
439925,218,0.88%
426991,125,0.88%
493657,76,0.88%
455891,81,0.88%
405264,86,0.87%
409837,174,0.87%
415148,99,0.87%
467267,107,0.87%
498564,120,0.87%
489333,76,0.87%
488093,120,0.87%
438575,125,0.87%
465283,63,0.87%
431051,187,0.87%
448096,37,0.87%
440488,112,0.87%
434312,94,0.87%
467507,130,0.87%
476170,120,0.87%
429156,218,0.87%
411102,205,0.87%
460261,138,0.87%
437756,187,0.87%
403317,68,0.87%
404956,60,0.87%
488537,182,0.87%
464341,63,0.87%
490636,151,0.86%
482703,94,0.86%
494940,182,0.86%
436334,187,0.86%
460454,125,0.86%
459757,138,0.86%
429991,218,0.86%
416345,130,0.86%
465021,169,0.86%
477655,125,0.86%
469320,125,0.86%
470115,169,0.86%
476219,120,0.86%
496480,89,0.86%
458207,231,0.86%
452620,156,0.86%
461762,169,0.86%
427085,73,0.86%
400716,143,0.86%
440076,99,0.86%
499224,151,0.86%
406049,68,0.86%
454072,107,0.86%
428379,125,0.85%
454978,200,0.85%
414333,143,0.85%
466136,63,0.85%
458295,187,0.85%
457116,107,0.85%
492499,182,0.85%
460462,200,0.85%
485578,182,0.85%
475202,81,0.85%
493228,288,0.90%
421911,130,0.90%
473482,76,0.90%
452984,200,0.90%
489729,89,0.90%
489827,182,0.90%
455832,107,0.90%
405210,161,0.90%
496974,120,0.90%
425946,81,0.90%
419255,218,0.90%
493453,58,0.90%
421979,205,0.90%
471875,107,0.89%
455214,192,0.89%
486891,63,0.89%
410417,174,0.89%
495290,164,0.89%
486114,138,0.89%
454293,107,0.89%
449361,187,0.89%
414493,68,0.89%
409270,143,0.89%
401520,143,0.89%
418455,112,0.89%
467565,169,0.89%
496463,151,0.89%
410953,81,0.89%
465853,81,0.89%
482040,76,0.89%
423981,55,0.89%
459080,107,0.89%
441778,156,0.89%
435290,94,0.89%
449891,50,0.89%
431506,50,0.88%
425116,249,0.88%
405722,174,0.88%
474543,156,0.88%
422089,81,0.88%
469495,107,0.88%
493798,169,0.88%
453368,63,0.88%
429300,156,0.88%
465673,138,0.88%
408581,81,0.88%
416191,174,0.88%
413916,68,0.88%
441697,156,0.88%
402304,112,0.88%
468210,169,0.88%
428885,143,0.88%
454624,156,0.88%
477480,138,0.88%
430405,231,0.88%
473079,125,0.88%
482872,120,0.88%
464695,200,0.88%
421859,249,0.88%
448724,63,0.87%
446734,94,0.87%
483667,213,0.87%
407804,112,0.87%
488512,37,0.87%
418956,81,0.87%
495522,63,0.87%
457845,55,0.87%
481900,120,0.87%
439070,68,0.87%
432387,187,0.87%
441815,156,0.87%
408564,218,0.87%
464012,125,0.87%
495184,182,0.87%
475691,125,0.87%
467511,169,0.87%
441591,68,0.87%
429708,143,0.87%
481427,213,0.87%
483289,94,0.87%
432013,50,0.87%
487463,94,0.87%
412173,81,0.86%
424463,249,0.86%
464943,231,0.86%
480405,68,0.86%
435369,231,0.86%
485641,213,0.86%
445099,156,0.86%
457228,37,0.86%
434364,205,0.86%
429660,143,0.86%
478721,120,0.86%
479995,200,0.86%
418171,86,0.86%
435504,94,0.86%
413342,174,0.86%
413842,187,0.86%
417403,86,0.86%
452412,138,0.86%
484057,138,0.86%
497045,151,0.86%
498803,76,0.86%
448068,138,0.86%
492228,63,0.86%
474494,99,0.86%
415578,174,0.86%
433819,130,0.85%
404201,205,0.85%
434831,156,0.85%
454934,231,0.85%
474041,99,0.85%
460121,156,0.85%
467107,50,0.85%
436331,218,0.85%
425063,311,0.90%
485338,182,0.90%
471700,107,0.90%
448530,187,0.90%
430437,174,0.94%
428927,218,0.94%
420720,68,0.94%
460097,156,0.94%
445474,112,0.94%
400715,68,0.94%
416094,130,0.94%
480978,125,0.94%
414057,143,0.94%
467764,50,0.94%
436207,156,0.94%
404296,68,0.94%
451820,125,0.94%
433252,218,0.94%
403098,161,0.94%
437714,187,0.94%
425479,218,0.94%
415418,55,0.94%
491119,120,0.94%
497125,120,0.94%
457447,138,0.94%
463776,125,0.94%
452058,138,0.93%
431487,94,0.93%
423896,174,0.93%
456991,143,0.93%
467818,200,0.93%
486786,76,0.93%
442329,63,0.93%
477344,76,0.93%
435315,125,0.93%
410592,81,0.93%
444097,187,0.93%
456036,156,0.93%
408515,86,0.93%
489572,76,0.93%
494578,63,0.93%
424609,262,0.93%
470549,107,0.93%
446461,169,0.93%
430199,99,0.93%
444583,125,0.93%
450757,68,0.93%
419845,174,0.93%
477835,76,0.93%
491683,120,0.92%
457559,107,0.92%
441140,63,0.92%
407100,86,0.92%
486504,37,0.92%
438265,187,0.92%
464547,200,0.92%
450280,112,0.92%
428149,218,0.92%
433861,42,0.92%
412002,112,0.92%
485141,45,0.92%
439505,94,0.92%
498789,76,0.92%
427469,73,0.92%
416849,112,0.92%
434103,125,0.92%
475888,151,0.92%
460946,81,0.92%
427965,112,0.92%
484403,169,0.92%
450517,86,0.92%
422542,192,0.92%
446838,187,0.91%
458893,81,0.91%
406830,112,0.91%
477038,50,0.91%
403475,112,0.91%
495414,213,0.91%
496883,120,0.91%
481310,94,0.91%
487096,76,0.91%
492269,120,0.91%
460276,200,0.91%
494197,89,0.91%
478772,94,0.91%
498541,76,0.91%
496570,151,0.91%
466878,107,0.91%
464517,200,0.91%
430430,99,0.91%
478881,120,0.91%
449657,112,0.91%
469936,76,0.91%
477669,76,0.91%
414952,112,0.91%
486785,89,0.91%
449598,187,0.90%
490840,182,0.90%
447730,200,0.90%
415390,249,0.90%
475242,138,0.90%
498248,226,0.90%
475759,99,0.90%
459906,156,0.90%
494967,63,0.90%
482589,94,0.90%
436943,249,0.90%
498442,226,0.90%
478003,76,0.90%
471653,107,0.90%
417577,205,0.90%
402924,112,0.90%
463921,169,0.90%
477853,182,0.90%
497121,120,0.90%
480519,120,0.90%
414220,29,0.90%
431517,94,0.90%
485224,89,0.90%
478737,120,0.90%
461947,187,0.90%
464104,169,0.89%
466220,125,0.89%
431882,218,0.89%
479599,107,0.89%
418998,112,0.89%
418666,156,0.89%
467023,156,0.89%
447664,112,0.89%
404223,205,0.89%
482413,182,0.89%
460732,187,0.89%
440297,218,0.89%
458172,107,0.89%
420637,112,0.89%
435263,156,0.89%
478587,76,0.89%
495408,151,0.89%
471531,107,0.89%
456589,55,0.89%
467060,107,0.89%
426934,156,0.89%
497341,151,0.89%
468807,200,0.89%
442613,94,0.89%
432287,156,0.89%
449325,86,0.88%
456833,143,0.88%
463804,231,0.88%
472375,151,0.88%
473396,63,0.93%
425751,249,0.93%
474305,244,0.93%
477442,213,0.93%
495460,151,0.93%
453903,107,0.93%
496440,120,0.93%
414126,81,0.92%
458753,107,0.92%
481930,68,0.92%
456176,156,0.92%
441165,156,0.92%
442661,68,0.92%
496473,151,0.92%
437163,125,0.92%
401125,161,0.92%
469562,182,0.92%
415750,205,0.92%
496533,89,0.92%
441092,156,0.92%
410165,68,0.92%
463592,63,0.92%
405852,60,0.92%
407505,112,0.92%
432398,187,0.92%
448465,63,0.92%
439793,218,0.92%
419549,55,0.92%
405298,60,0.92%
403596,68,0.92%
491925,63,0.92%
416520,68,0.92%
467174,169,0.91%
466229,63,0.91%
493963,120,0.91%
462634,169,0.91%
457959,213,0.91%
428228,161,0.91%
414586,161,0.91%
416711,280,0.91%
447985,94,0.91%
470762,107,0.91%
495703,120,0.91%
490646,151,0.91%
405060,161,0.91%
432866,42,0.91%
491771,151,0.91%
474622,244,0.91%
448616,187,0.91%
488303,182,0.91%
453540,125,0.91%
496608,125,0.95%
489721,182,0.95%
459392,76,0.95%
404113,112,0.95%
422118,81,0.95%
445683,68,0.95%
481733,45,0.95%
479495,244,0.95%
488808,89,0.95%
423155,174,0.95%
409245,205,0.95%
405328,174,0.95%
490330,151,0.95%
413300,174,0.95%
437117,94,0.94%
490790,195,0.94%
409085,205,0.94%
403171,68,0.94%
405375,130,0.94%
425796,81,0.94%
451156,86,0.94%
413963,205,0.94%
459326,169,0.94%
479629,107,0.94%
419023,117,0.94%
430018,73,0.94%
409225,267,0.94%
431471,187,0.94%
478634,120,0.94%
497529,182,0.94%
422837,50,0.94%
475241,76,0.94%
425075,81,0.94%
420055,280,0.94%
417180,280,0.94%
447194,94,0.94%
465738,81,0.94%
498913,112,0.94%
464515,76,0.93%
454546,187,0.93%
422068,81,0.93%
473760,138,0.93%
497701,89,0.93%
450224,231,0.93%
424886,81,0.93%
472644,76,0.93%
478840,213,0.93%
433972,94,0.93%
475815,99,0.93%
484215,94,0.93%
459768,138,0.93%
464798,138,0.93%
436004,156,0.93%
456920,306,0.93%
444426,112,0.93%
492854,213,0.93%
486938,89,0.93%
453651,156,0.93%
424324,81,0.93%
403397,68,0.93%
489006,151,0.93%
484988,89,0.93%
416465,161,0.93%
414081,86,0.93%
405042,130,0.92%
433645,130,0.92%
499102,213,0.92%
408606,161,0.92%
470385,50,0.92%
463616,76,0.92%
463152,213,0.92%
430279,187,0.92%
475202,81,0.96%
498679,76,0.96%
418329,112,0.96%
400087,91,0.96%
409148,205,0.96%
497169,58,0.96%
434059,125,0.96%
484964,182,0.96%
481383,182,0.96%
431654,143,0.96%
487588,94,0.96%
455213,192,0.96%
426400,187,0.96%
469840,138,0.96%
448066,94,0.96%
413338,174,0.96%
461317,76,1.00%
410216,130,1.00%
416735,135,1.00%
488150,244,1.00%
495204,182,1.00%
471027,169,1.00%
402230,236,1.00%
438072,218,1.00%
404672,161,1.00%
439158,125,1.00%
446678,324,0.99%
412883,205,0.99%
440600,63,0.99%
447657,94,0.99%
443162,94,0.99%
453628,187,0.99%
446335,156,0.99%
461491,169,0.99%
453715,125,0.99%
455484,81,0.99%
458659,107,0.99%
425601,130,0.99%
478274,120,0.99%
477868,76,0.99%
495082,94,0.99%
403687,236,0.99%
433080,94,0.99%
421481,205,0.99%
473527,99,0.99%
418972,174,0.99%
472646,76,0.99%
472670,107,0.99%
429188,156,0.99%
489382,138,0.99%
460819,200,0.98%
424391,125,0.98%
460408,138,0.98%
400875,91,0.98%
400289,117,0.98%
402906,161,0.98%
440033,156,0.98%
446967,293,1.02%
415789,55,1.02%
480633,125,1.02%
494624,195,1.02%
496778,63,1.02%
434260,94,1.02%
478786,107,1.02%
458268,81,1.02%
425802,249,1.02%
472096,169,1.02%
416926,81,1.02%
489230,76,1.02%
488196,120,1.02%
432620,68,1.02%
484311,169,1.02%
491883,107,1.02%
465700,138,1.02%
443618,156,1.02%
403235,161,1.02%
484672,45,1.02%
416264,143,1.01%
475905,76,1.01%
413859,86,1.01%
443472,156,1.01%
474551,169,1.01%
476077,151,1.01%
441706,156,1.01%
475426,99,1.01%
414192,174,1.01%
444613,143,1.01%
415459,174,1.01%
461160,125,1.01%
498229,226,1.01%
433918,187,1.01%
455783,187,1.01%
495007,164,1.01%
406005,68,1.01%
472395,138,1.01%
453274,156,1.01%
469634,182,1.01%
444490,143,1.05%
408027,205,1.05%
458863,187,1.05%
432685,81,1.05%
440647,218,1.05%
481000,213,1.04%
462394,169,1.04%
444174,94,1.04%
424617,311,1.04%
465629,81,1.04%
428845,125,1.04%
440881,324,1.04%
479361,120,1.04%
480532,169,1.04%
484353,107,1.04%
453911,107,1.04%
494435,63,1.04%
463886,169,1.04%
429336,125,1.04%
408627,161,1.04%
408498,161,1.04%
444795,143,1.04%
407613,112,1.04%
444553,218,1.04%
416540,55,1.04%
401222,68,1.04%
477386,76,1.04%
422545,143,1.04%
473618,99,1.04%
468487,156,1.03%
430005,130,1.03%
418107,55,1.03%
476514,151,1.03%
488868,89,1.03%
488620,182,1.03%
454987,63,1.03%
469867,151,1.03%
451013,112,1.03%
499161,213,1.03%
432310,187,1.03%
416642,161,1.03%
465833,138,1.03%
473192,63,1.03%
433829,187,1.03%
484191,89,1.03%
495371,164,1.03%
487740,182,1.03%
416451,130,1.03%
459256,200,1.03%
417075,161,1.03%
462905,169,1.03%
405580,117,1.03%
499698,257,1.03%
470518,81,1.02%
487961,76,1.02%
454064,107,1.02%
471741,107,1.02%
465346,138,1.02%
414435,55,1.02%
483185,120,1.02%
433832,42,1.02%
444440,156,1.02%
401291,91,1.02%
410345,205,1.02%
433307,187,1.02%
427737,73,1.02%
403159,73,1.02%
441000,112,1.02%
478751,120,1.02%
440146,94,1.02%
411136,29,1.02%
433219,187,1.02%
405978,68,1.02%
484328,107,1.02%
467048,169,1.02%
427995,99,1.02%
417525,130,1.02%
492614,63,1.02%
444447,262,1.01%
414607,112,1.01%
409688,174,1.01%
407351,86,1.01%
458015,94,1.01%
447212,94,1.01%
415696,55,1.01%
445975,94,1.01%
401275,68,1.01%
425263,249,1.05%
411320,112,1.05%
453537,187,1.05%
408447,117,1.05%
445153,156,1.05%
497977,120,1.05%
447565,63,1.05%
493325,169,1.05%
469110,130,1.05%
475303,182,1.09%
496484,151,1.12%
447936,138,1.12%
454053,156,1.12%
436630,68,1.12%
459073,200,1.12%
425098,81,1.12%
480435,205,1.12%
481227,68,1.12%
429972,99,1.12%
408430,174,1.12%
498752,107,1.12%
422585,81,1.12%
490704,63,1.12%
451186,231,1.12%
470100,169,1.12%
498055,89,1.12%
409200,81,1.12%
417312,50,1.12%
451577,86,1.12%
455175,187,1.12%
456414,81,1.11%
476840,45,1.11%
466495,107,1.11%
409951,174,1.11%
485287,94,1.11%
449474,138,1.11%
445754,68,1.15%
432852,42,1.15%
442799,94,1.15%
414864,112,1.15%
408154,130,1.15%
439282,187,1.15%
462800,76,1.15%
400033,311,1.15%
413738,143,1.15%
421872,104,1.15%
462958,138,1.15%
494174,89,1.15%
403099,192,1.15%
492930,151,1.15%
440430,169,1.14%
439677,99,1.14%
415514,143,1.14%
431133,218,1.14%
490863,182,1.14%
485614,138,1.14%
467014,50,1.14%
437889,187,1.14%
440752,125,1.14%
418591,130,1.14%
493064,138,1.14%
434993,143,1.14%
433257,231,1.14%
459559,306,1.14%
444944,156,1.14%
456371,63,1.14%
409032,42,1.14%
490698,63,1.14%
427049,174,1.14%
489658,182,1.14%
443388,94,1.14%
473030,213,1.14%
466767,244,1.14%
406188,60,1.13%
473063,76,1.13%
480505,182,1.13%
465887,182,1.13%
436020,94,1.13%
412504,130,1.13%
406812,205,1.13%
428949,125,1.13%
452934,200,1.13%
484317,169,1.13%
482290,169,1.13%
421893,143,1.13%
413005,174,1.13%
467903,231,1.13%
488908,182,1.13%
450895,112,1.13%
408655,161,1.13%
445325,63,1.13%
443958,81,1.13%
443648,37,1.13%
416408,161,1.13%
441343,125,1.13%
426418,81,1.13%
472779,125,1.12%
488203,244,1.12%
454942,200,1.12%
499828,138,1.12%
477860,81,1.12%
436157,156,1.12%
472857,275,1.12%
444626,94,1.12%
480172,68,1.12%
483746,107,1.12%
462958,138,1.16%
446058,63,1.16%
457592,107,1.16%
413288,174,1.16%
490698,63,1.19%
424367,81,1.19%
466223,107,1.19%
475014,244,1.19%
406656,60,1.19%
425942,125,1.19%
488019,182,1.19%
412386,81,1.19%
452676,37,1.19%
476740,138,1.19%
458868,81,1.19%
498001,120,1.19%
420698,104,1.19%
440342,156,1.19%
452236,169,1.19%
499868,138,1.19%
466760,244,1.19%
425014,205,1.19%
