Random Number,Steps,Cache Hit Percentage
497379,120,84.02%
481899,120,84.02%
476877,120,84.02%
412771,192,84.02%
419205,130,84.02%
446702,94,84.02%
411806,174,84.02%
438689,81,84.02%
471116,169,84.02%
422100,130,84.02%
446576,138,84.02%
483730,94,84.02%
480276,182,84.02%
471317,138,84.02%
460330,169,84.02%
466908,94,84.02%
403794,205,84.02%
465523,76,84.02%
496373,151,84.02%
414149,55,84.02%
426993,73,84.02%
497399,63,84.02%
439328,63,84.02%
416054,161,84.02%
406769,60,84.02%
468027,169,84.02%
458126,55,84.02%
464562,125,84.02%
404750,99,84.02%
486044,275,84.02%
419418,55,84.02%
402129,117,84.02%
467942,50,84.02%
496295,120,84.02%
452727,112,84.02%
487147,63,84.02%
480823,169,84.02%
402359,117,84.02%
425835,112,84.02%
451938,112,84.02%
424459,174,84.02%
410237,86,84.02%
473495,63,84.02%
442561,94,84.02%
419381,143,84.02%
433824,42,84.02%
409468,174,84.02%
423175,311,84.02%
499348,182,84.02%
443667,81,84.02%
475151,125,84.02%
464167,76,84.02%
478893,169,84.02%
414479,68,84.02%
418047,156,84.02%
485662,213,84.02%
420332,130,84.02%
476173,120,84.02%
450223,94,84.02%
425083,81,84.02%
462216,76,84.02%
469641,81,84.02%
465039,107,84.02%
430157,94,84.02%
403761,205,84.02%
455592,55,84.02%
455131,231,84.02%
484585,169,84.02%
457951,107,84.02%
480966,94,84.02%
436522,68,84.02%
420236,81,84.02%
429030,99,84.02%
410016,68,84.02%
462798,107,84.02%
448411,249,84.02%
481668,94,84.02%
410092,205,84.02%
409412,81,84.02%
418841,112,84.02%
453760,63,84.02%
484563,151,84.02%
483008,120,84.02%
432652,42,84.02%
436868,187,84.02%
401054,236,84.02%
456140,156,84.02%
457201,200,84.02%
477227,156,84.02%
406362,112,84.02%
482284,68,84.02%
477269,76,84.02%
413829,205,84.02%
485149,182,84.02%
445252,156,84.02%
417590,174,84.02%
478567,244,84.02%
400382,148,84.02%
402174,117,84.02%
474344,125,84.02%
419175,205,84.02%
476524,76,84.02%
494580,94,84.02%
448205,37,84.02%
486540,63,84.02%
495204,182,84.02%
434442,156,84.02%
406033,60,84.02%
405296,112,84.02%
443854,81,84.02%
424874,50,84.02%
496883,120,84.02%
428416,99,84.02%
407881,112,84.02%
467361,169,84.02%
465285,63,84.02%
408935,218,84.02%
423500,81,84.02%
422485,81,84.02%
423988,81,84.02%
429862,218,84.02%
442595,50,84.02%
439083,94,84.02%
481518,50,84.02%
465570,182,84.02%
422162,156,84.02%
436934,187,84.02%
444136,94,84.02%
422544,81,84.02%
439109,94,84.02%
456306,169,84.02%
479546,68,84.02%
453459,231,84.02%
488712,151,84.02%
465577,138,84.02%
439998,169,84.02%
483916,138,84.02%
400018,192,84.02%
483859,120,84.02%
427038,210,84.02%
443872,187,84.02%
408732,161,84.02%
423920,125,84.02%
410115,161,84.02%
416614,174,84.02%
491281,120,84.02%
475400,76,84.02%
463376,169,84.02%
452607,231,84.02%
435711,156,84.02%
487365,138,84.02%
420295,280,84.02%
416132,130,84.02%
464274,76,84.02%
401812,112,84.02%
481702,120,84.02%
486436,182,84.02%
438746,68,84.02%
463664,169,84.02%
446807,94,84.02%
415681,55,84.02%
419969,81,84.02%
426352,99,84.02%
469140,107,84.02%
408680,130,84.02%
429756,143,84.02%
446965,94,84.02%
430422,231,84.02%
429774,249,84.02%
430823,55,84.02%
457460,107,84.02%
411473,174,84.02%
439555,94,84.02%
419206,130,84.02%
421588,174,84.02%
493996,182,84.02%
448313,138,84.02%
434814,249,84.02%
457372,81,84.02%
400919,236,84.02%
470525,151,84.02%
482563,182,84.02%
421214,156,84.02%
424483,81,84.02%
446836,94,84.02%
460853,169,84.02%
406184,86,84.02%
471099,107,84.02%
437426,187,84.02%
407674,112,84.02%
417905,174,84.02%
490934,182,84.02%
465470,81,84.02%
482084,68,84.02%
460074,156,84.02%
411976,112,84.02%
411839,236,84.02%
444865,94,84.02%
480226,68,84.02%
441614,143,84.02%
413514,161,84.02%
437685,125,84.02%
490914,182,84.02%
490896,63,84.02%
494719,213,84.02%
412501,29,84.02%
484892,138,84.02%
443031,81,84.02%
447315,94,84.02%
480090,76,84.02%
481778,120,84.02%
455666,81,84.02%
462652,200,84.02%
440818,187,84.02%
480149,107,84.02%
447314,94,84.02%
439498,68,84.02%
424159,161,84.02%
418412,112,84.02%
476924,120,84.02%
469660,107,84.02%
474144,125,84.02%
405683,205,84.02%
435129,187,84.02%
456228,156,84.02%
465757,76,84.02%
484932,182,84.02%
468067,169,84.02%
448448,94,84.02%
465157,81,84.02%
447507,63,84.02%
461962,50,84.02%
440669,63,84.02%
438420,81,84.02%
452858,112,84.02%
435387,218,84.02%
488748,89,84.02%
475576,99,84.02%
416244,161,84.02%
473889,99,84.02%
455665,55,84.02%
435848,156,84.02%
429554,50,84.02%
456143,192,84.02%
476667,151,84.02%
447529,187,84.02%
441283,125,84.02%
416164,280,84.02%
471688,107,84.02%
459696,156,84.02%
430914,55,84.02%
441347,125,84.02%
471666,200,84.02%
436597,143,84.02%
414302,112,84.02%
427893,55,84.02%
440181,187,84.02%
437061,187,84.02%
433787,187,84.02%
426455,81,84.02%
402217,267,84.02%
419120,130,84.02%
426244,73,84.02%
480713,125,84.02%
495368,182,84.02%
479102,213,84.02%
416099,280,84.02%
484115,125,84.02%
492504,63,84.02%
470171,156,84.02%
458004,81,84.02%
485995,89,84.02%
406018,60,84.02%
425384,125,84.02%
442137,262,84.02%
482685,94,84.02%
472914,151,84.02%
483420,138,84.02%
436675,324,84.02%
482428,94,84.02%
480942,213,84.02%
405415,174,84.02%
461602,169,84.02%
452608,125,84.02%
479840,68,84.02%
413730,143,84.02%
418327,112,84.02%
457847,55,84.02%
450791,231,84.02%
452114,231,84.02%
484302,213,84.02%
490836,63,84.02%
471235,182,84.02%
410545,81,84.02%
471548,107,84.03%
466602,50,84.03%
427473,73,84.03%
487648,182,84.03%
488543,213,84.03%
419976,81,84.03%
457818,55,84.03%
484373,50,84.03%
405970,205,84.03%
401662,143,84.03%
409757,205,84.03%
485934,89,84.03%
484348,169,84.03%
420497,205,84.03%
407180,60,84.03%
458849,138,84.03%
440751,187,84.03%
488122,89,84.03%
402091,68,84.03%
402352,42,84.03%
478556,213,84.03%
481931,120,84.03%
416083,161,84.03%
496884,120,84.03%
439777,187,84.03%
404700,99,84.03%
486824,89,84.03%
461905,94,84.03%
495536,164,84.03%
458058,94,84.03%
410277,143,84.03%
467084,169,84.03%
462486,50,84.03%
437750,187,84.03%
492558,63,84.03%
488856,37,84.03%
495554,182,84.03%
488202,120,84.03%
473228,63,84.03%
439350,125,84.03%
489864,89,84.03%
420811,130,84.03%
425284,81,84.03%
412037,112,84.03%
479135,244,84.03%
432464,42,84.03%
470887,244,84.03%
419886,143,84.03%
458412,138,84.03%
410804,68,84.03%
422238,249,84.03%
436968,187,84.03%
492735,213,84.03%
476148,151,84.03%
471678,231,84.03%
470338,182,84.03%
480849,213,84.03%
458501,63,84.03%
470069,169,84.03%
414210,174,84.03%
454386,107,84.03%
480346,120,84.03%
481294,107,84.03%
454698,94,84.03%
455923,94,84.03%
411677,117,84.03%
443553,117,84.03%
451476,112,84.03%
499879,138,84.03%
454608,156,84.03%
428652,73,84.03%
427569,218,84.03%
413245,174,84.03%
491763,151,84.03%
477433,120,84.03%
492381,244,84.03%
462053,169,84.03%
486146,174,84.03%
412266,130,84.03%
420465,218,84.03%
496950,244,84.03%
472331,107,84.03%
495260,182,84.03%
489684,45,84.03%
486306,63,84.03%
466937,306,84.03%
497848,63,84.03%
467154,169,84.03%
463264,63,84.03%
467917,107,84.03%
481364,50,84.03%
417649,81,84.03%
448262,156,84.03%
400484,91,84.03%
410174,174,84.03%
404184,236,84.03%
449988,156,84.03%
453727,187,84.03%
493487,169,84.03%
449867,187,84.03%
446161,63,84.03%
422139,156,84.03%
415262,55,84.03%
459407,169,84.03%
451728,138,84.03%
492695,182,84.03%
451787,138,84.03%
413781,29,84.03%
478841,231,84.03%
401879,236,84.03%
434246,42,84.03%
475790,99,84.03%
412036,112,84.03%
467332,169,84.03%
403300,68,84.03%
498342,213,84.03%
472095,200,84.03%
401147,91,84.03%
465495,169,84.03%
435358,81,84.03%
469064,169,84.03%
484686,151,84.03%
490835,195,84.03%
455153,156,84.03%
422996,143,84.03%
401008,143,84.03%
459337,200,84.03%
472984,200,84.03%
492562,213,84.03%
490651,151,84.03%
460677,81,84.03%
476550,151,84.03%
450616,112,84.03%
475939,50,84.03%
435956,218,84.03%
402343,161,84.03%
406460,112,84.03%
425569,125,84.03%
416124,205,84.03%
485301,89,84.03%
427448,125,84.03%
488197,120,84.03%
498917,120,84.03%
477311,151,84.03%
455528,55,84.03%
402216,161,84.03%
475653,125,84.03%
465449,169,84.03%
441191,125,84.03%
478974,244,84.03%
438634,63,84.03%
410254,166,84.03%
463659,50,84.03%
467295,107,84.03%
403233,161,84.03%
486655,89,84.03%
406129,86,84.03%
400397,117,84.03%
497466,182,84.03%
498691,213,84.03%
491048,63,84.03%
458142,262,84.03%
475240,138,84.03%
441663,125,84.03%
471908,107,84.03%
449022,138,84.03%
444006,156,84.03%
478368,107,84.03%
474591,125,84.03%
497958,213,84.03%
401494,161,84.03%
439865,143,84.03%
486154,76,84.03%
400410,91,84.03%
417176,55,84.03%
479509,169,84.03%
440454,68,84.03%
492829,143,84.03%
444957,117,84.03%
481645,151,84.03%
471802,138,84.03%
483591,288,84.03%
429725,99,84.03%
473288,99,84.03%
488712,151,84.03%
432959,94,84.03%
497769,288,84.03%
494841,120,84.03%
433356,187,84.03%
495234,182,84.03%
431358,143,84.03%
462230,81,84.03%
453376,63,84.03%
444424,112,84.03%
403892,174,84.03%
425283,81,84.03%
493447,151,84.03%
485725,94,84.03%
441477,63,84.03%
405863,117,84.03%
483682,138,84.03%
442971,218,84.03%
445729,68,84.03%
469836,50,84.03%
481208,68,84.03%
400731,91,84.03%
487171,94,84.03%
421661,130,84.03%
431386,94,84.03%
432127,249,84.03%
441132,187,84.03%
441014,125,84.03%
453545,231,84.03%
470858,151,84.03%
414301,130,84.03%
442256,169,84.03%
441643,94,84.03%
449897,200,84.03%
437097,262,84.03%
474999,125,84.03%
445130,156,84.03%
406281,143,84.03%
475055,76,84.03%
436332,187,84.03%
450705,112,84.03%
478947,45,84.03%
499442,76,84.03%
444151,125,84.03%
402497,236,84.03%
440918,125,84.03%
450015,187,84.03%
486180,138,84.03%
421715,249,84.03%
433570,187,84.03%
493842,182,84.03%
402923,205,84.03%
434301,187,84.03%
481012,213,84.03%
424584,81,84.03%
403513,68,84.03%
450965,63,84.03%
403543,112,84.03%
444527,125,84.03%
404509,205,84.03%
474401,169,84.03%
496656,58,84.03%
484593,151,84.03%
416043,205,84.03%
446552,138,84.03%
459516,81,84.03%
428868,125,84.03%
429508,99,84.03%
465797,138,84.03%
403922,112,84.03%
465841,81,84.03%
416501,130,84.03%
420695,104,84.03%
403108,161,84.03%
498480,89,84.03%
423192,55,84.03%
481854,94,84.03%
448494,187,84.03%
447198,94,84.03%
403568,68,84.03%
419890,55,84.03%
441039,125,84.03%
444318,262,84.03%
492018,63,84.03%
459877,81,84.03%
406729,68,84.03%
495531,213,84.03%
410842,112,84.03%
410272,68,84.03%
477884,81,84.03%
453178,107,84.03%
484673,169,84.03%
474539,244,84.03%
437770,156,84.03%
438542,143,84.03%
421090,143,84.03%
435112,125,84.03%
405236,192,84.03%
488426,182,84.03%
438735,143,84.03%
446985,94,84.03%
492093,120,84.03%
455237,94,84.03%
467680,50,84.03%
495201,182,84.03%
453716,63,84.03%
428698,249,84.03%
477054,182,84.03%
440036,94,84.03%
475897,151,84.03%
418449,112,84.03%
497753,89,84.03%
454762,63,84.03%
400593,91,84.03%
489770,182,84.03%
414639,130,84.03%
407322,112,84.03%
423126,174,84.03%
463308,231,84.03%
417594,205,84.03%
401009,91,84.03%
416485,130,84.03%
440093,94,84.03%
475549,151,84.03%
492083,63,84.03%
416461,55,84.03%
434465,156,84.03%
427194,37,84.03%
421697,174,84.03%
422890,174,84.03%
465930,169,84.03%
468682,50,84.03%
414982,174,84.03%
458993,81,84.03%
474188,99,84.03%
410183,81,84.03%
450535,231,84.03%
440713,125,84.03%
425063,311,84.03%
428397,125,84.03%
454436,107,84.03%
481339,257,84.03%
426149,218,84.03%
409197,205,84.03%
481933,68,84.03%
453745,63,84.03%
461663,81,84.03%
489255,213,84.03%
476871,50,84.03%
462797,138,84.03%
444676,50,84.03%
477880,76,84.03%
479283,244,84.03%
484769,200,84.03%
453428,63,84.03%
409191,86,84.03%
401230,91,84.03%
425720,174,84.03%
474212,169,84.03%
460754,81,84.03%
448610,94,84.03%
477968,76,84.03%
467263,130,84.03%
463593,231,84.03%
436960,187,84.03%
479277,138,84.03%
411602,236,84.03%
425321,81,84.03%
419989,112,84.03%
474492,125,84.03%
453718,156,84.03%
474425,99,84.03%
493658,151,84.03%
417693,81,84.03%
421449,104,84.03%
475590,45,84.03%
471438,200,84.03%
420938,81,84.03%
402670,267,84.03%
486135,89,84.03%
483736,94,84.03%
485173,89,84.03%
464015,81,84.03%
400844,68,84.03%
407768,174,84.03%
455269,94,84.03%
410035,81,84.03%
446825,94,84.03%
480989,213,84.03%
484247,169,84.03%
407578,112,84.03%
429599,174,84.03%
462215,107,84.03%
412667,205,84.03%
431018,94,84.03%
437001,249,84.03%
491945,107,84.03%
480447,120,84.03%
462323,76,84.03%
449760,94,84.03%
492765,63,84.03%
453867,187,84.03%
462012,76,84.03%
486422,63,84.03%
409387,112,84.03%
483461,94,84.03%
499838,182,84.03%
418651,156,84.03%
442225,68,84.03%
402508,236,84.03%
404786,99,84.03%
425960,174,84.03%
425507,125,84.03%
468801,107,84.04%
464631,138,84.04%
433275,156,84.04%
461896,94,84.04%
474666,138,84.04%
480100,169,84.04%
442885,231,84.04%
496740,120,84.04%
487679,182,84.04%
410310,130,84.04%
458954,81,84.04%
400345,161,84.04%
441328,187,84.04%
495955,120,84.04%
430116,187,84.04%
421774,174,84.04%
496104,182,84.04%
479877,120,84.04%
414538,130,84.04%
449971,86,84.04%
441888,50,84.04%
438787,94,84.04%
497185,151,84.04%
463175,138,84.04%
438624,63,84.04%
415835,135,84.04%
405399,161,84.04%
478959,337,84.04%
420621,68,84.04%
469187,107,84.04%
404466,205,84.04%
427248,73,84.04%
433817,231,84.04%
437741,68,84.04%
489145,89,84.04%
446310,187,84.04%
417841,143,84.04%
432029,218,84.04%
443049,218,84.04%
443346,94,84.04%
442339,156,84.04%
439829,143,84.04%
481518,50,84.04%
483667,213,84.04%
473610,76,84.04%
449461,50,84.04%
443267,156,84.04%
469714,107,84.04%
429337,112,84.04%
495632,151,84.04%
457511,231,84.04%
409051,143,84.04%
472245,107,84.04%
454695,231,84.04%
472226,244,84.04%
410869,81,84.04%
470530,107,84.04%
415451,174,84.04%
489828,182,84.04%
491152,120,84.04%
484638,275,84.04%
432120,94,84.04%
418399,156,84.04%
456282,112,84.04%
469862,200,84.04%
407543,143,84.04%
440418,156,84.04%
425529,125,84.04%
477399,120,84.04%
483467,120,84.04%
406701,60,84.04%
419737,55,84.04%
461122,262,84.04%
426045,218,84.04%
441230,125,84.04%
434731,42,84.04%
475506,76,84.04%
422323,156,84.04%
404444,68,84.04%
404842,68,84.04%
455782,81,84.04%
499782,151,84.04%
413893,143,84.04%
428026,125,84.04%
454476,107,84.04%
423945,125,84.04%
438895,125,84.04%
462833,81,84.04%
439397,174,84.04%
466550,107,84.04%
491811,89,84.04%
461861,76,84.04%
498670,76,84.04%
410209,174,84.04%
455969,55,84.04%
406357,86,84.04%
455580,55,84.04%
496387,120,84.04%
469713,107,84.04%
470805,138,84.04%
417679,112,84.04%
476414,107,84.04%
490543,94,84.04%
478801,125,84.04%
402459,236,84.04%
469599,156,84.04%
451359,86,84.04%
415791,161,84.04%
491923,45,84.04%
493630,195,84.04%
420634,50,84.04%
485531,89,84.04%
493412,151,84.04%
472354,107,84.04%
413556,81,84.04%
485714,213,84.04%
434126,81,84.04%
490279,151,84.04%
448546,94,84.04%
473523,213,84.04%
456828,112,84.04%
440356,156,84.04%
473210,63,84.04%
493324,169,84.04%
488393,76,84.04%
429179,125,84.04%
437508,63,84.04%
481799,50,84.04%
463392,107,84.04%
407220,86,84.04%
452603,231,84.04%
418898,130,84.04%
421461,143,84.04%
480972,94,84.04%
497699,89,84.04%
461747,169,84.04%
450571,94,84.04%
486884,200,84.04%
477538,244,84.04%
480320,182,84.04%
480514,120,84.04%
435998,156,84.04%
465850,81,84.04%
473925,76,84.04%
446179,63,84.04%
479406,138,84.04%
497465,63,84.04%
480305,151,84.04%
469684,107,84.04%
446011,94,84.04%
491654,169,84.04%
464338,138,84.04%
424193,280,84.04%
464863,138,84.04%
495489,120,84.04%
412585,174,84.04%
431868,218,84.04%
432996,143,84.04%
432210,94,84.04%
495261,182,84.04%
478043,182,84.04%
484814,151,84.04%
414158,187,84.04%
437330,112,84.04%
465785,138,84.04%
449683,86,84.04%
436903,174,84.04%
454182,169,84.04%
436567,68,84.04%
452268,125,84.04%
434501,94,84.04%
454907,107,84.04%
426092,218,84.04%
400350,236,84.04%
428831,218,84.04%
472271,107,84.04%
479757,94,84.04%
426295,218,84.04%
490402,37,84.04%
487267,37,84.04%
410132,81,84.04%
482055,275,84.04%
489432,89,84.04%
434326,94,84.04%
484745,151,84.04%
484920,213,84.04%
484738,89,84.04%
454439,107,84.04%
455742,81,84.04%
454775,200,84.04%
449699,187,84.04%
471611,125,84.04%
439588,218,84.04%
401683,205,84.04%
408941,143,84.04%
443199,81,84.04%
489194,76,84.04%
483671,94,84.04%
435208,81,84.04%
463587,63,84.04%
435938,99,84.04%
469709,107,84.04%
418493,174,84.04%
462031,156,84.04%
407886,192,84.04%
447324,112,84.04%
472128,107,84.04%
425469,81,84.04%
411445,174,84.04%
462530,76,84.04%
412735,236,84.04%
421578,174,84.04%
482411,120,84.04%
439993,94,84.04%
493731,143,84.04%
404981,60,84.04%
424912,81,84.04%
416294,68,84.04%
459421,107,84.04%
418480,143,84.04%
471069,107,84.04%
446946,94,84.04%
490092,169,84.04%
448483,94,84.04%
448630,94,84.04%
436859,143,84.04%
429509,99,84.04%
475650,125,84.04%
420529,81,84.04%
464717,200,84.04%
439236,125,84.04%
494295,169,84.04%
434425,249,84.04%
457729,107,84.04%
456325,156,84.04%
480138,182,84.04%
442879,174,84.04%
428452,73,84.04%
405606,117,84.04%
492151,182,84.04%
428808,99,84.04%
418342,112,84.04%
451555,63,84.04%
411219,143,84.04%
496162,58,84.04%
445285,156,84.04%
454027,107,84.04%
421074,130,84.04%
499407,213,84.04%
413447,174,84.04%
477381,76,84.04%
470475,275,84.04%
460394,169,84.04%
405298,60,84.04%
456785,156,84.04%
446850,293,84.04%
442157,50,84.04%
486294,138,84.04%
422499,143,84.04%
400513,99,84.04%
451010,231,84.04%
499562,112,84.04%
432634,68,84.04%
423261,125,84.04%
495117,120,84.04%
426785,99,84.04%
403399,174,84.04%
437995,68,84.04%
493064,138,84.04%
409005,143,84.04%
430145,143,84.04%
421872,104,84.04%
465174,169,84.04%
419527,174,84.04%
470918,125,84.04%
461336,200,84.04%
464812,138,84.04%
424944,81,84.04%
420236,81,84.04%
402044,267,84.04%
438392,143,84.04%
497617,151,84.04%
472520,50,84.04%
436612,125,84.04%
440742,125,84.04%
467131,130,84.04%
483462,94,84.04%
420725,68,84.04%
453424,63,84.04%
443787,231,84.04%
459065,200,84.04%
442260,169,84.04%
481175,68,84.04%
491699,120,84.04%
465521,138,84.04%
476291,120,84.04%
418483,135,84.04%
406746,112,84.04%
452112,63,84.04%
411547,112,84.04%
453579,68,84.04%
482257,68,84.04%
471246,187,84.04%
456579,112,84.04%
439610,99,84.04%
442163,50,84.04%
417914,156,84.04%
404422,130,84.04%
467107,50,84.04%
475977,138,84.04%
444293,143,84.04%
443325,143,84.04%
411420,192,84.04%
454639,112,84.04%
417763,81,84.04%
452162,156,84.04%
421769,249,84.04%
401224,91,84.04%
472887,125,84.04%
475193,244,84.04%
482838,151,84.04%
431952,50,84.04%
417452,81,84.04%
401838,236,84.04%
461477,161,84.04%
420800,81,84.04%
478129,169,84.04%
479961,68,84.04%
427546,218,84.04%
430240,50,84.04%
429334,112,84.04%
418951,205,84.04%
450324,156,84.04%
400579,68,84.04%
475531,99,84.04%
489934,138,84.04%
480569,94,84.04%
493445,151,84.04%
432182,187,84.04%
447675,200,84.04%
407248,86,84.04%
414302,112,84.04%
428827,161,84.04%
418668,174,84.04%
468941,169,84.04%
446590,262,84.04%
408656,130,84.04%
490711,151,84.04%
485642,182,84.04%
419369,117,84.04%
465903,200,84.04%
406305,112,84.04%
489148,89,84.04%
421182,104,84.04%
408144,86,84.04%
450625,112,84.04%
441982,169,84.04%
424099,174,84.04%
468412,125,84.04%
407354,192,84.04%
492167,182,84.04%
435572,94,84.04%
426306,174,84.04%
442490,94,84.04%
473978,63,84.04%
401836,236,84.04%
470250,275,84.04%
454546,187,84.04%
433107,218,84.04%
440259,187,84.04%
440047,218,84.04%
478182,76,84.04%
454561,200,84.04%
468874,76,84.04%
434676,42,84.04%
423501,81,84.04%
453291,200,84.04%
443332,112,84.04%
452038,107,84.04%
476759,151,84.04%
400528,68,84.04%
455768,63,84.04%
483064,120,84.04%
489676,182,84.04%
476950,169,84.04%
429034,99,84.04%
478127,182,84.04%
456758,187,84.04%
453134,107,84.04%
484365,107,84.04%
464112,169,84.04%
483127,120,84.04%
419936,81,84.04%
428244,143,84.04%
425616,218,84.04%
493914,89,84.04%
430080,50,84.04%
433692,81,84.04%
448459,63,84.05%
401014,143,84.05%
411777,174,84.05%
426333,112,84.05%
479196,76,84.05%
466338,107,84.05%
495207,182,84.05%
413872,143,84.05%
427666,73,84.05%
486324,63,84.05%
495031,182,84.05%
479704,76,84.05%
463082,125,84.05%
495559,213,84.05%
435471,143,84.05%
483973,94,84.05%
485235,76,84.05%
450247,231,84.05%
413006,174,84.05%
401187,91,84.05%
407004,60,84.05%
403966,174,84.05%
485553,182,84.05%
408943,161,84.05%
487093,76,84.05%
405488,205,84.05%
437187,125,84.05%
450535,231,84.05%
437229,125,84.05%
405094,68,84.05%
422054,81,84.05%
485688,89,84.05%
443935,262,84.05%
433831,187,84.05%
412020,81,84.05%
423130,156,84.05%
437996,68,84.05%
445054,156,84.05%
474829,138,84.05%
465662,81,84.05%
469204,50,84.05%
469860,200,84.05%
483192,213,84.05%
470113,76,84.05%
465418,76,84.05%
418663,156,84.05%
454085,63,84.05%
488479,120,84.05%
406736,60,84.05%
404917,60,84.05%
489667,151,84.05%
413741,143,84.05%
408884,143,84.05%
475219,76,84.05%
460511,138,84.05%
433803,94,84.05%
418533,112,84.05%
435524,174,84.05%
484339,169,84.05%
455762,81,84.05%
478445,76,84.05%
444219,187,84.05%
479277,138,84.05%
422379,249,84.05%
478050,76,84.05%
491297,138,84.05%
445510,112,84.05%
416045,130,84.05%
474177,200,84.05%
420338,130,84.05%
419533,55,84.05%
481208,68,84.05%
428024,125,84.05%
402725,267,84.05%
451320,112,84.05%
493443,151,84.05%
459215,55,84.05%
405404,60,84.05%
419747,55,84.05%
465951,156,84.05%
410321,174,84.05%
409413,81,84.05%
417518,112,84.05%
457032,55,84.05%
422458,156,84.05%
415855,135,84.05%
490836,63,84.05%
440992,112,84.05%
451380,63,84.05%
413000,174,84.05%
496754,138,84.05%
429824,94,84.05%
495046,89,84.05%
476030,244,84.05%
490031,169,84.05%
473095,213,84.05%
405153,99,84.05%
473367,63,84.05%
426967,156,84.05%
417156,130,84.05%
431531,94,84.05%
446500,143,84.05%
498364,213,84.05%
459556,125,84.05%
487052,37,84.05%
487510,89,84.05%
490825,151,84.05%
446266,187,84.05%
492914,138,84.05%
410571,81,84.05%
450044,306,84.05%
441062,169,84.05%
457812,81,84.05%
405388,174,84.05%
435920,99,84.05%
418096,55,84.05%
421244,104,84.05%
426755,174,84.05%
459088,125,84.05%
472624,76,84.05%
477582,76,84.05%
493669,151,84.05%
440274,218,84.05%
472627,107,84.05%
407524,86,84.05%
430304,218,84.05%
483549,182,84.05%
450504,86,84.05%
403670,112,84.05%
448342,187,84.05%
405487,161,84.05%
435202,94,84.05%
432668,81,84.05%
441677,231,84.05%
432584,68,84.05%
419720,112,84.05%
429187,156,84.05%
423408,143,84.05%
403812,112,84.05%
459927,156,84.05%
471806,107,84.05%
491683,120,84.05%
400988,117,84.05%
429617,187,84.05%
497072,63,84.05%
436909,262,84.05%
447714,112,84.05%
418315,174,84.05%
401490,91,84.05%
444628,112,84.05%
428765,99,84.05%
416899,174,84.05%
476123,76,84.05%
469039,76,84.05%
427352,73,84.05%
421474,130,84.05%
437170,112,84.05%
410900,81,84.05%
409804,81,84.05%
478667,213,84.05%
497069,63,84.05%
415291,112,84.05%
451695,86,84.05%
429737,112,84.05%
456969,107,84.05%
484279,169,84.05%
487284,151,84.05%
423982,55,84.05%
407686,112,84.05%
491096,63,84.05%
483909,138,84.05%
479493,169,84.05%
420605,218,84.05%
422724,104,84.05%
446936,94,84.05%
417676,143,84.05%
459633,200,84.05%
432476,68,84.05%
435991,156,84.05%
498950,151,84.05%
477105,76,84.05%
464756,76,84.05%
415848,130,84.05%
491054,76,84.05%
471621,76,84.05%
481028,213,84.05%
412527,187,84.05%
408790,86,84.05%
491928,63,84.05%
422332,249,84.05%
425284,81,84.05%
426823,174,84.05%
475450,125,84.05%
476979,50,84.05%
456560,55,84.05%
470245,200,84.05%
461258,81,84.05%
481670,94,84.05%
494227,120,84.05%
406770,68,84.05%
410591,166,84.05%
478136,169,84.05%
424089,249,84.05%
431196,143,84.05%
400859,68,84.05%
471026,169,84.05%
448872,112,84.05%
498319,213,84.05%
441328,187,84.05%
484863,107,84.05%
497268,63,84.05%
418432,50,84.05%
487445,37,84.05%
450943,68,84.05%
409486,174,84.05%
459066,200,84.05%
431970,187,84.05%
459840,76,84.05%
405682,205,84.05%
461724,156,84.05%
419998,143,84.05%
468793,213,84.05%
488547,213,84.05%
495449,151,84.05%
445772,262,84.05%
482933,107,84.05%
465693,138,84.05%
444856,94,84.05%
464602,76,84.05%
459920,156,84.05%
489453,89,84.05%
475194,138,84.05%
475882,50,84.05%
451369,231,84.05%
406389,205,84.05%
414567,112,84.05%
460221,200,84.05%
493089,138,84.05%
412885,68,84.05%
401548,68,84.05%
415777,55,84.05%
447979,94,84.05%
419981,81,84.05%
403222,73,84.05%
436748,143,84.05%
467294,107,84.05%
400114,161,84.05%
468718,275,84.05%
464960,169,84.05%
443623,169,84.05%
468269,63,84.05%
484959,213,84.05%
412416,29,84.05%
494642,94,84.05%
480407,68,84.05%
496015,120,84.05%
477575,76,84.05%
446099,68,84.05%
478697,120,84.05%
480003,68,84.05%
443845,156,84.05%
468149,125,84.05%
493023,213,84.05%
419726,112,84.05%
419517,55,84.05%
437239,112,84.05%
434293,143,84.05%
479738,76,84.05%
430327,218,84.05%
485005,151,84.05%
419113,205,84.05%
446104,63,84.05%
432984,143,84.05%
439094,68,84.05%
487153,138,84.05%
469732,107,84.05%
444214,156,84.05%
487267,37,84.05%
476277,76,84.05%
409173,174,84.05%
430890,94,84.05%
482372,94,84.05%
431958,81,84.05%
481133,94,84.05%
477013,76,84.05%
412364,143,84.05%
477147,244,84.05%
492414,169,84.05%
496291,182,84.05%
455843,200,84.05%
410243,130,84.05%
440135,125,84.05%
461818,231,84.05%
403265,161,84.05%
497689,120,84.05%
419162,130,84.05%
440504,125,84.05%
469808,200,84.05%
436726,125,84.05%
408657,161,84.05%
454813,94,84.05%
455839,218,84.05%
454762,63,84.05%
487797,138,84.05%
432759,94,84.05%
479741,169,84.05%
495355,195,84.05%
476973,50,84.05%
467008,169,84.05%
